"Date,CaloriesBurned"
"2024-11-15,501.3519999999999"
"2024-11-16,428.327"
"2024-11-17,480.35800000000035"
"2024-11-18,392.7990000000001"
"2024-11-19,644.6360000000001"
"2024-11-20,377.674"
"2024-11-21,635.2449999999999"
"2024-11-22,360.8049999999999"
"2024-11-23,367.83100000000024"
"2024-11-24,383.49299999999977"
"2024-11-25,548.7069999999999"
"2024-11-26,739.1610000000003"
"2024-11-27,481.58100000000013"
"2024-11-28,495.8929999999999"
"2024-11-29,563.7040000000001"
"2024-11-30,469.45"
"2024-12-01,419.1549999999998"
"2024-12-02,593.4099999999999"
"2024-12-03,595.9889999999983"
"2024-12-04,529.1930000000001"
"2024-12-05,555.6349999999999"
"2024-12-06,336.63700000000006"
"2024-12-07,401.831"
"2024-12-08,442.973"
"2024-12-09,384.4869999999999"
"2024-12-10,656.3439999999998"
"2024-12-11,514.5659999999998"
"2024-12-12,441.5449999999998"
"2024-12-13,605.5659999999996"
"2024-12-14,664.4159999999999"
"2024-12-15,196.9360000000001"
"2024-12-16,487.58100000000013"
"2024-12-17,592.9269999999999"
"2024-12-18,515.8080000000001"
"2024-12-19,464.4109999999998"
"2024-12-20,483.55499999999984"
"2024-12-21,353.176"
"2024-12-22,415.02699999999993"
"2024-12-23,420.4769999999999"
"2024-12-24,654.2419999999998"
"2024-12-25,645.3090000000002"
"2024-12-26,561.4889999999999"
"2024-12-27,606.865"
"2024-12-28,419.7709999999999"
"2024-12-29,443.8900000000001"
"2024-12-30,501.4329999999999"
"2024-12-31,536.5950000000003"
"2025-01-01,470.65999999999997"
"2025-01-02,437.65799999999984"
"2025-01-03,439.3169999999999"
"2025-01-04,379.27000000000015"
"2025-01-05,531.5240000000001"
"2025-01-06,454.0629999999999"
"2025-01-07,590.5420000000005"
"2025-01-08,388.58299999999997"
"2025-01-09,430.981"
"2025-01-10,274.71799999999996"
"2025-01-11,335.6789999999999"
"2025-01-12,321.18399999999997"
"2025-01-13,391.7750000000001"
"2025-01-14,45.99199999999999"
"2025-01-15,168.363"
"2025-01-16,451.9049999999997"
"2025-01-17,453.317"
"2025-01-18,359.33199999999994"
"2025-01-19,598.3240000000002"
"2025-01-20,656.098"
"2025-01-21,428.75799999999987"
"2025-01-22,263.33299999999997"
"2025-01-23,385.9170000000001"
"2025-01-24,79.23199999999999"
"2025-01-26,276.06600000000003"
"2025-01-27,458.912"
"2025-01-28,380.65700000000004"
"2025-01-29,395.8190000000001"
"2025-01-30,371.42099999999994"
"2025-01-31,223.16400000000007"
"2025-02-01,555.9759999999999"
"2025-02-02,292.19699999999995"
"2025-02-03,305.2749999999999"
"2025-02-04,481.902"
"2025-02-05,80.12299999999999"
"2025-02-06,285.9719999999999"
"2025-02-07,413.933"
"2025-02-08,476.78600000000023"
"2025-02-09,457.21799999999985"
"2025-02-10,682.5760000000002"
"2025-02-11,733.349"
"2025-02-12,454.1999999999996"
"2025-02-13,534.9030000000005"
"2025-02-14,412.57499999999976"
"2025-02-15,427.58499999999964"
"2025-02-16,387.554"
"2025-02-17,596.8140000000002"
"2025-02-18,502.6360000000001"
"2025-02-19,761.5249999999994"
"2025-02-20,435.69000000000005"
"2025-02-21,460.5489999999999"
"2025-02-22,421.5820000000002"
"2025-02-23,351.78199999999987"
"2025-02-24,576.9000000000002"
"2025-02-25,468.69099999999986"
"2025-02-26,652.3629999999999"
"2025-02-27,546.6309999999996"
"2025-02-28,169.45500000000004"
"2025-03-01,487.4270000000003"
"2025-03-02,364.665"
"2025-03-03,544.8960000000001"
"2025-03-04,503.7700000000001"
"2025-03-05,598.4290000000005"
"2025-03-06,583.8649999999997"
"2025-03-07,610.9879999999996"
"2025-03-08,478.75900000000024"
"2025-03-09,378.10900000000004"
"2025-03-10,605.8659999999999"
"2025-03-11,533.6770000000001"
"2025-03-12,538.0989999999999"
"2025-03-13,516.6289999999998"
"2025-03-14,483.02099999999984"
"2025-03-15,436.78799999999967"
"2025-03-16,488.4050000000004"
"2025-03-17,595.6800000000003"
"2025-03-18,527.0750000000002"
"2025-03-19,558.9159999999999"
"2025-03-20,516.6819999999993"
"2025-03-21,524.7099999999997"
"2025-03-22,408.0610000000003"
"2025-03-23,441.84499999999986"
"2025-03-24,589.3939999999986"
"2025-03-25,446.1729999999997"
"2025-03-26,584.0170000000002"
"2025-03-27,432.09"
"2025-03-28,430.066"
"2025-03-29,446.7180000000002"
"2025-03-30,536.2919999999998"
"2025-03-31,342.9389999999997"
"2025-04-01,555.1800000000002"
"2025-04-02,376.0880000000001"
"2025-04-03,360.746"
"2025-04-04,319.091"
"2025-04-05,401.8469999999999"
"2025-04-06,537.548"
"2025-04-07,698.1019999999999"
"2025-04-08,578.7599999999998"
"2025-04-09,667.7979999999997"
"2025-04-10,554.318"
"2025-04-11,508.47"
"2025-04-12,478.325"
"2025-04-13,504.6089999999999"
"2025-04-14,571.4699999999998"
"2025-04-15,514.7669999999999"
"2025-04-16,551.6859999999999"
"2025-04-17,443.86"
